"X.ppt_224428.","X.E5FXB3tr.Glycine.rich.RNA.binding.protein..Sequoia.sempervirens..California.redwood...Taxodium.sempervirens..","X.GO.0006397..GO.0051252..GO.0003729..GO.0005634..GO.1990904.","X.NO.H."
"ppt_165707","A0A0C9RQC7tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25448_1281 transcribed RNA sequence  Wollemia nobilis","GO:0008270","HUB"
"ppt_97767","O48520sp=DNA polymerase delta small subunit Arabidopsis thaliana (Mouse-ear cress)","GO:0006271, GO:0071897, GO:0003677, GO:0003887, GO:0043625","HUB"
"ppt_135617","A5B8B9tr=Putative uncharacterized protein  Vitis vinifera (Grape)","","HUB"
"ppt_52621","A0A0C9QWW5sp=3-ketoacyl-CoA synthase  Wollemia nobilis","GO:0006633, GO:0016747, GO:0016021","HUB"
"ppt_97762","O48520sp=DNA polymerase delta small subunit Arabidopsis thaliana (Mouse-ear cress)","GO:0006271, GO:0071897, GO:0003677, GO:0003887, GO:0043625","HUB"
"ppt_235563","A0A199UFU5tr=Protein SULFUR DEFICIENCY-INDUCED 1  Ananas comosus (Pineapple) (Ananas ananas)","GO:0006792, GO:0010438, GO:0010439","HUB"
"ppt_203180","---NA---","","HUB"
"ppt_144730","D7P710tr=Class IV chitinase 4-4  Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_179311","---NA---","","HUB"
"ppt_168714","---NA---","","HUB"
"ppt_138184","---NA---","","HUB"
"ppt_82361","A0A087HPN7tr=Uncharacterized protein  Arabis alpina (Alpine rock-cress)","GO:0030246","HUB"
"ppt_159720","---NA---","","HUB"
"ppt_118756","C0PSY5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_54855","D8T797tr=ATP-binding cassette transporter  Selaginella moellendorffii (Spikemoss)","GO:0000166, GO:0016020","HUB"
"ppt_130638","D3IZ06tr=Thaumatin-like protein L2  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_218196","---NA---","","HUB"
"ppt_106668","B8LS21sp=Glycosyltransferase  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016758","HUB"
"ppt_97947","Q8GY54sp=Gamma-glutamylcyclotransferase 2-1  Arabidopsis thaliana (Mouse-ear cress)","GO:0006751, GO:0010288, GO:0046686, GO:0003839, GO:0005737, GO:0016021","HUB"
"ppt_187666","---NA---","","HUB"
"ppt_245082","B8LN22tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006508, GO:0030163, GO:0004190","HUB"
"ppt_83516","---NA---","","HUB"
"ppt_140062","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_72692","B9RDF4tr=Spastin, putative  Ricinus communis (Castor bean)","GO:0031122, GO:0000166, GO:0008568, GO:0005634","HUB"
"ppt_56941","PIRNR:PIRNR016255} Zea mays (Maize)","GO:0001732, GO:0009640, GO:0009908, GO:0017148, GO:0003729, GO:0003743, GO:0030371, GO:0005634, GO:0005886, GO:0016282, GO:0031597, GO:0033290, GO:0071540","HUB"
"ppt_62940","A0A061GPQ4tr=Epsin N-terminal domain-containing protein / clathrin assembly protein-related  Theobroma cacao (Cacao) (Cocoa)","GO:0016192, GO:0048268, GO:0005545, GO:0030276, GO:0030136","HUB"
"ppt_72330","A0A0K8TTH2tr=Cytochrome P450 CYP75B91  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0016020, GO:0016021","HUB"
"ppt_185738","---NA---","","HUB"
"ppt_88606","---NA---","","HUB"
"ppt_129825","---NA---","","HUB"
"ppt_99919","---NA---","","HUB"
"ppt_126530","---NA---","","HUB"
"ppt_15386","---NA---","","HUB"
"ppt_231631","---NA---","","HUB"
"ppt_189077","---NA---","","HUB"
"ppt_240175","A0A0C9RG75tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28573_1268 transcribed RNA sequence  Wollemia nobilis","","HUB"
"ppt_163935","---NA---","","HUB"
"ppt_123878","Q5S8F1tr=Lipase  Ricinus communis (Castor bean)","GO:0016787","HUB"
"ppt_62946","A0A061GPQ4tr=Epsin N-terminal domain-containing protein / clathrin assembly protein-related  Theobroma cacao (Cacao) (Cocoa)","GO:0016192, GO:0048268, GO:0005545, GO:0030276, GO:0030136","HUB"
"ppt_53320","D3IZ10tr=Thaumatin-like protein L6  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_151880","A0A061FHN7tr=Topbp1, putative isoform 5  Theobroma cacao (Cacao) (Cocoa)","GO:0044774, GO:0044818","HUB"
"ppt_121549","---NA---","","HUB"
"ppt_220372","---NA---","","HUB"
"ppt_211328","I1JLC8sp=Protein SLE2  Glycine max (Soybean) (Glycine hispida)","GO:0009737, GO:0050821, GO:0005829","HUB"
"ppt_140064","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_181983","---NA---","","HUB"
"ppt_256731","A0A151QTP6tr=Putative GMC-type oxidoreductase Rv0492c/MT0511/MT0512 family  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0016899, GO:0016020","HUB"
"ppt_69168","A0A061GU46tr=Endoplasmic reticulum, plasma membrane, vacuole, EF-Hand 1, calcium-binding site, Nicastrin isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0009966, GO:0005737, GO:0016021, GO:0043231","HUB"
"ppt_93629","D8R4N6sp=Kinesin-like protein  Selaginella moellendorffii (Spikemoss)","GO:0007018, GO:0051225, GO:0000166, GO:0003777, GO:0008017, GO:0016887, GO:0005871, GO:0005874","HUB"
"ppt_36718","D7P705tr=Class II chitinase 2-2  Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)","GO:0005975, GO:0006032, GO:0016998, GO:0004568","HUB"
"ppt_152157","---NA---","","HUB"
"ppt_235938","EnsemblPlants:BRADI3G34950.1} Brachypodium distachyon (Purple false brome) (Trachynia distachya)","GO:0016020, GO:0016021","HUB"
"ppt_160219","---NA---","","HUB"
"ppt_235573","A0A199UFU5tr=Protein SULFUR DEFICIENCY-INDUCED 1  Ananas comosus (Pineapple) (Ananas ananas)","GO:0006792, GO:0010438, GO:0010439","HUB"
"ppt_147190","---NA---","","HUB"
"ppt_51012","Q6HA26tr=Putative asparagine synthetase  Pinus sylvestris (Scots pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_228360","P50134sp=Ornithine decarboxylase Datura stramonium (Jimsonweed) (Common thornapple)","GO:0033387, GO:0004586, GO:0005737","HUB"
"ppt_185852","---NA---","","HUB"
"ppt_222527","---NA---","","HUB"
"ppt_79776","---NA---","","HUB"
"ppt_277387","A9NPL9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016311, GO:0003993","HUB"
"ppt_66096","A5BCI7tr=Putative uncharacterized protein  Vitis vinifera (Grape)","GO:0009788, GO:0045717, GO:0047484, GO:1901000, GO:0005634, GO:0005829, GO:0005886, GO:0009506","HUB"
"ppt_194177","D5ABY8tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0003723","HUB"
"ppt_76495","A0A078CJP9tr=BnaA07g05540D protein  Brassica napus (Rape)","GO:0009987, GO:0048856, GO:0000166, GO:0003824","HUB"
"ppt_151881","A0A061FHN7tr=Topbp1, putative isoform 5  Theobroma cacao (Cacao) (Cocoa)","GO:0044774, GO:0044818","HUB"
"ppt_183876","---NA---","","HUB"
"ppt_62935","EnsemblPlants:GLYMA04G07050.1} Glycine max (Soybean) (Glycine hispida)","GO:0016043, GO:0016192, GO:0030276, GO:0035091, GO:0110165","HUB"
"ppt_206405","---NA---","","HUB"
"ppt_94888","---NA---","","HUB"
"ppt_218200","---NA---","","HUB"
"ppt_206215","---NA---","","HUB"
"ppt_239793","A0A103YIB0tr=Protein kinase, ATP binding site-containing protein  Cynara cardunculus var. scolymus (Artichoke) (Cynara scolymus)","GO:0018105, GO:0035556, GO:0046777, GO:0005516, GO:0005524, GO:0009931, GO:0005634, GO:0005737","HUB"
"ppt_206216","---NA---","","HUB"
"ppt_40564","A0A0C9S580tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_13196_982 transcribed RNA sequence  Wollemia nobilis","","HUB"
"ppt_255964","---NA---","","HUB"
"ppt_123408","D5AEF8tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016021","HUB"
"ppt_228020","A0A078CJ09tr=BnaC08g33430D protein  Brassica napus (Rape)","GO:0055085, GO:0015297, GO:0005768, GO:0005802, GO:0016021","HUB"
"ppt_250511","EnsemblPlants:TRIUR3_02904-P1} Triticum urartu (Red wild einkorn) (Crithodium urartu)","GO:0016021","HUB"
"ppt_179317","---NA---","","HUB"
"ppt_97783","A0A1D1XNV5tr=ATPase family AAA domain-containing protein 1-A  Anthurium amnicola","GO:0005524","HUB"
"ppt_285975","B9RK18tr=Replication factor A 1, rfa1, putative  Ricinus communis (Castor bean)","GO:0000724, GO:0006268, GO:0006289, GO:0007004, GO:0007141, GO:0009555, GO:0051026, GO:0003684, GO:0008270, GO:0043047, GO:0000784, GO:0000790, GO:0005662","HUB"
"ppt_40148","---NA---","","HUB"
"ppt_75191","A9NNU1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_230083","A0A0B0NPJ1sp=Carboxypeptidase  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0004180, GO:0016020","HUB"
"ppt_112069","A0A061E0N3tr=Maternal effect embryo arrest 14 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0010183, GO:0036033, GO:0005737, GO:0043231","HUB"
"ppt_137572","---NA---","","HUB"
"ppt_70387","A0A067KGF5sp=Ribonucleoside-diphosphate reductase  Jatropha curcas (Barbados nut)","GO:0006260, GO:0009263, GO:0055114, GO:0004748, GO:0005524, GO:0016740, GO:0046872, GO:0005971, GO:0016021","HUB"
"ppt_121034","---NA---","","HUB"
"ppt_85379","---NA---","","HUB"
"ppt_209391","---NA---","","HUB"
"ppt_70696","---NA---","","HUB"
"ppt_204810","A0A0D3G1Q9sp=Katanin p80 WD40 repeat-containing subunit B1 homolog  Oryza barthii","GO:0007019, GO:0051013, GO:0008017, GO:0008568, GO:0005737, GO:0005874, GO:0008352, GO:0016021","HUB"
"ppt_221958","---NA---","","HUB"
"ppt_221955","---NA---","","HUB"
"ppt_149649","---NA---","","HUB"
"ppt_145829","Q9FVL0sp=Non-symbiotic hemoglobin 1 Medicago sativa (Alfalfa)","GO:0001666, GO:0015671, GO:0005344, GO:0019825, GO:0020037, GO:0046872, GO:0005829, GO:0005886, GO:0009506, GO:0016363","HUB"
"ppt_42648","---NA---","","HUB"
"ppt_52959","---NA---","","HUB"
"ppt_93319","B9SBZ8tr=Chitinase, putative  Ricinus communis (Castor bean)","GO:0005975, GO:0006032, GO:0004568, GO:0008061, GO:0005576","HUB"
"ppt_74930","---NA---","","HUB"
"ppt_78560","A0A076FNE3tr=Beta-glucosidase  Picea glauca (White spruce) (Pinus glauca)","GO:0005975, GO:0004553","HUB"
"ppt_146878","B8LS40tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016747","HUB"
"ppt_57923","---NA---","","HUB"
"ppt_122568","---NA---","","HUB"
"ppt_167878","O65013tr=Pollen allergen  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0005576","HUB"
"ppt_137577","---NA---","","HUB"
"ppt_218713","---NA---","","HUB"
"ppt_142048","A0A1D1YLQ6tr=Putative ADP-ribosylation factor-binding protein C1F3.05  Anthurium amnicola","GO:0048037","HUB"
"ppt_228368","P50134sp=Ornithine decarboxylase Datura stramonium (Jimsonweed) (Common thornapple)","GO:0033387, GO:0004586, GO:0005737","HUB"
"ppt_252737","---NA---","","HUB"
"ppt_112436","A0A1D6AIP3tr=Uncharacterized protein  Triticum aestivum (Wheat)","","HUB"
"ppt_239413","---NA---","","HUB"
"ppt_158017","---NA---","","HUB"
"ppt_132160","---NA---","","HUB"
"ppt_121737","F6HMZ0tr=Putative uncharacterized protein  Vitis vinifera (Grape)","","HUB"
"ppt_253195","D5A9K7sp=Glycosyltransferase  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016758","HUB"
"ppt_218096","---NA---","","HUB"
"ppt_44534","O65014tr=PRE87 protein  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0019310, GO:0055114, GO:0005506, GO:0050113, GO:0005737","HUB"
"ppt_168729","---NA---","","HUB"
"ppt_147186","---NA---","","HUB"
"ppt_224323","A0A072VLQ6tr=DNA replication factor CDT1-like protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006260, GO:0007049, GO:0050794, GO:0005488","HUB"
"ppt_82860","A0A0C9S647tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11893_3187 transcribed RNA sequence  Wollemia nobilis","GO:0031408, GO:0055114, GO:0016702, GO:0046872","HUB"
"ppt_159612","O65010tr=Germin-like protein  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0046872, GO:0005576","HUB"
"ppt_228365","P50134sp=Ornithine decarboxylase Datura stramonium (Jimsonweed) (Common thornapple)","GO:0033387, GO:0004586, GO:0005737","HUB"
"ppt_163934","---NA---","","HUB"
"ppt_257428","---NA---","","HUB"
"ppt_193514","A0A0D6QSX0sp=Hexosyltransferase  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006012, GO:0047216","HUB"
"ppt_224321","A0A061DWU4tr=CDT1 A, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0000076, GO:0000278, GO:0006260, GO:0030174, GO:0071163, GO:0003677, GO:0070182, GO:0005634","HUB"
"ppt_228199","A0A1D6JGC8tr=Uncharacterized protein  Zea mays (Maize)","GO:0006811, GO:0051453, GO:0120029, GO:1902600, GO:0000166, GO:0005524, GO:0008553, GO:0016887, GO:0005886, GO:0016020, GO:0016021","HUB"
"ppt_208492","---NA---","","HUB"
"ppt_126531","---NA---","","HUB"
"ppt_36719","D7P705tr=Class II chitinase 2-2  Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)","GO:0005975, GO:0006032, GO:0016998, GO:0004568","HUB"
"ppt_124771","---NA---","","HUB"
"ppt_168114","---NA---","","HUB"
"ppt_224322","A0A061DWU4tr=CDT1 A, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0000076, GO:0000278, GO:0006260, GO:0030174, GO:0071163, GO:0003677, GO:0070182, GO:0005634","HUB"
"ppt_184843","A9NLY0sp=Non-specific lipid-transfer protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006869, GO:0008289, GO:0016020","HUB"
"ppt_126276","A0A0C9SA39sp=Purple acid phosphatase  Wollemia nobilis","GO:0016311, GO:0003993, GO:0046872","HUB"
"ppt_230640","---NA---","","HUB"
"ppt_74929","---NA---","","HUB"
"ppt_74931","---NA---","","HUB"
"ppt_44537","O65014tr=PRE87 protein  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0019310, GO:0055114, GO:0005506, GO:0050113, GO:0005737","HUB"
"ppt_129594","P23244sp=Hemoglobin-2 Casuarina glauca (Swamp oak)","GO:0015671, GO:0005344, GO:0019825, GO:0020037, GO:0046872, GO:0005634, GO:0005737, GO:0016363","HUB"
"ppt_219149","---NA---","","HUB"
"ppt_218743","---NA---","","HUB"
"ppt_97782","A0A1D1XNV5tr=ATPase family AAA domain-containing protein 1-A  Anthurium amnicola","GO:0005524","HUB"
"ppt_131195","Q9FZ62sp=Inorganic pyrophosphatase 2 Arabidopsis thaliana (Mouse-ear cress)","GO:0051262, GO:0004427, GO:0052731, GO:0052732","HUB"
"ppt_156301","D5A8H3tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0005509","HUB"
"ppt_218122","---NA---","","HUB"
"ppt_277386","A9NPL9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016311, GO:0003993","HUB"
"ppt_234840","---NA---","","HUB"
"ppt_37111","---NA---","","HUB"
"ppt_163855","---NA---","","HUB"
"ppt_224698","---NA---","","HUB"
"ppt_214737","---NA---","","HUB"
"ppt_140066","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_163040","---NA---","","HUB"
"ppt_124769","---NA---","","HUB"
"ppt_47948","---NA---","","HUB"
"ppt_199077","---NA---","","HUB"
"ppt_248845","A0A0C9S647tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11893_3187 transcribed RNA sequence  Wollemia nobilis","GO:0031408, GO:0055114, GO:0016702, GO:0046872","HUB"
"ppt_66098","A5CAA2tr=Putative uncharacterized protein  Vitis vinifera (Grape)","","HUB"
"ppt_222097","Q676U0tr=Disease resistance protein  Pinus sylvestris (Scots pine)","GO:0016021","HUB"
"ppt_97786","A0A1D1XNV5tr=ATPase family AAA domain-containing protein 1-A  Anthurium amnicola","GO:0005524","HUB"
"ppt_132159","---NA---","","HUB"
"ppt_74927","---NA---","","HUB"
"ppt_168704","---NA---","","HUB"
"ppt_138829","---NA---","","HUB"
"ppt_62316","EMBL:AGL75411.1}","GO:0005739","HUB"
"ppt_71111","V4SWS1tr=Uncharacterized protein  Citrus clementina","GO:0006414, GO:0003735, GO:0005840, GO:0016020, GO:0016021","HUB"
"ppt_124767","---NA---","","HUB"
"ppt_140060","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_232125","W9SLD3tr=Cytochrome P450 87A3  Morus notabilis","GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037","HUB"
"ppt_198881","W9S0R6tr=NAC domain-containing protein 8  Morus notabilis","GO:0003723","HUB"
"ppt_37287","A0A061FLT9tr=DsRNA-binding domain-like superfamily protein isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0016070, GO:0035194, GO:0005488","HUB"
"ppt_176927","---NA---","","HUB"
"ppt_193821","---NA---","","HUB"
"ppt_226630","A0A0C9QR38tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_13270_2450 transcribed RNA sequence  Wollemia nobilis","GO:0006508, GO:0004252","HUB"
"ppt_199283","A0A061GU07tr=Non-specific phospholipase C2  Theobroma cacao (Cacao) (Cocoa)","GO:0009395, GO:0048229, GO:0048364, GO:0004629, GO:0009507","HUB"
"ppt_107102","---NA---","","HUB"
"ppt_85940","---NA---","","HUB"
"ppt_215700","A0A176WIE4tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_163360","---NA---","","HUB"
"ppt_115684","A0A061F2Y9tr=Pathogenesis-related protein P2 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0042742, GO:0050832","HUB"
"ppt_44235","A0A061FPZ6tr=Pathogenesis-related protein P2  Theobroma cacao (Cacao) (Cocoa)","GO:0042742, GO:0050832","HUB"
"ppt_176910","A0A0J8EDR7sp=DNA repair protein REV1  Beta vulgaris subsp. vulgaris","GO:0006281, GO:0071897, GO:0003684, GO:0016779","HUB"
"ppt_97784","A0A1D1XNV5tr=ATPase family AAA domain-containing protein 1-A  Anthurium amnicola","GO:0005524","HUB"
"ppt_208495","---NA---","","HUB"
"ppt_137466","---NA---","","HUB"
"ppt_4393","---NA---","","HUB"
"ppt_165858","---NA---","","HUB"
"ppt_36635","---NA---","","HUB"
"ppt_233305","EMBL:AJP33536.1}","GO:0043953, GO:0065002, GO:0009977, GO:0005739, GO:0016021, GO:0033281","HUB"
"ppt_232124","W9SLD3tr=Cytochrome P450 87A3  Morus notabilis","GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037","HUB"
"ppt_47062","---NA---","","HUB"
"ppt_36631","---NA---","","HUB"
"ppt_90909","---NA---","","HUB"
"ppt_57020","---NA---","","HUB"
"ppt_103610","---NA---","","HUB"
"ppt_244372","---NA---","","HUB"
"ppt_57910","---NA---","","HUB"
"ppt_180937","A0A072UF68tr=Syntaxin of plants protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006886, GO:0006906, GO:0048278, GO:0000149, GO:0005484, GO:0012505, GO:0016021, GO:0031201","HUB"
"ppt_110344","A9NS87tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_135661","A9NNS6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016413, GO:0005794","HUB"
"ppt_87113","A0A061FDJ3tr=WD and tetratricopeptide repeat protein, putative isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0045717, GO:0048583, GO:0005737, GO:0080008","HUB"
"ppt_220488","---NA---","","HUB"
"ppt_67425","---NA---","","HUB"
"ppt_135810","---NA---","","HUB"
"ppt_147188","---NA---","","HUB"
"ppt_186897","G9B4E9tr=Class I chitinase  Pinus contorta (Shore pine) (Lodgepole pine)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_142049","A0A1D1YLQ6tr=Putative ADP-ribosylation factor-binding protein C1F3.05  Anthurium amnicola","GO:0048037","HUB"
"ppt_215704","A0A176WDZ1tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_150071","A0A0C9S647tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11893_3187 transcribed RNA sequence  Wollemia nobilis","GO:0031408, GO:0055114, GO:0016702, GO:0046872","HUB"
"ppt_266131","A0A1D5RW36tr=Uncharacterized protein  Triticum aestivum (Wheat)","","HUB"
"ppt_132253","---NA---","","HUB"
"ppt_255968","---NA---","","HUB"
"ppt_118066","---NA---","","HUB"
"ppt_219761","A9NW40tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016491, GO:0050660","HUB"
"ppt_128720","A0A0C9QQ79sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0016020","HUB"
"ppt_90977","---NA---","","HUB"
"ppt_156574","---NA---","","HUB"
"ppt_261737","A0A103XUG4tr=Phosphoesterase  Cynara cardunculus var. scolymus (Artichoke) (Cynara scolymus)","GO:0009395, GO:0048229, GO:0048364, GO:0004629, GO:0009507","HUB"
"ppt_141543","A0A0V0ILV7tr=Putative ovule protein  Solanum chacoense (Chaco potato)","GO:0009813, GO:0009845, GO:0010214, GO:0016125, GO:0016906, GO:0005773, GO:0005774","HUB"
"ppt_130635","D3IZ06tr=Thaumatin-like protein L2  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_66100","A5BNU9tr=Putative uncharacterized protein  Vitis vinifera (Grape)","GO:0031047, GO:0031123, GO:0042868, GO:0045892, GO:0060968, GO:0003729","HUB"
"ppt_127170","---NA---","","HUB"
"ppt_228198","---NA---","","HUB"
"ppt_180940","A0A0B0MWH8tr=Syntaxin-43-like protein  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006886, GO:0006906, GO:0048278, GO:0000149, GO:0005484, GO:0012505, GO:0016021, GO:0031201","HUB"
"ppt_53319","D3IZ10tr=Thaumatin-like protein L6  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_175535","---NA---","","HUB"
"ppt_187665","---NA---","","HUB"
"ppt_180949","A0A0B0MWH8tr=Syntaxin-43-like protein  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006886, GO:0006906, GO:0048278, GO:0000149, GO:0005484, GO:0012505, GO:0016021, GO:0031201","HUB"
"ppt_79561","---NA---","","HUB"
"ppt_217559","A9NWT4sp=WAT1-related protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0055085, GO:0022857, GO:0016021","HUB"
"ppt_64100","A0A0K0M6T9sp=Xyloglucan endotransglucosylase/hydrolase  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0010411, GO:0042546, GO:0071555, GO:0004553, GO:0016762, GO:0005618, GO:0048046","HUB"
"ppt_191933","O23410tr=Reverse transcriptase like protein  Arabidopsis thaliana (Mouse-ear cress)","GO:0006278, GO:0003964","HUB"
"ppt_119382","---NA---","","HUB"
"ppt_245722","A0A0B2PS69tr=DNA mismatch repair protein Msh2  Glycine soja (Wild soybean)","GO:0006290, GO:0006298, GO:0006301, GO:0043570, GO:0045128, GO:0000400, GO:0000406, GO:0005524, GO:0008094, GO:0032137, GO:0032142, GO:0032143, GO:0032181, GO:0032357, GO:0032405, GO:0005886, GO:0032301, GO:0032302","HUB"
"ppt_196966","A0A061DYG7tr=SAUR-like auxin-responsive protein family  Theobroma cacao (Cacao) (Cocoa)","GO:0009958, GO:0060918, GO:0090057, GO:0005737","HUB"
"ppt_236239","EnsemblPlants:EMT18318} Aegilops tauschii (Tausch's goatgrass) (Aegilops squarrosa)","","HUB"
"ppt_22664","A0A0V0H2Y5tr=Putative ovule protein  Solanum chacoense (Chaco potato)","","HUB"
"ppt_87296","---NA---","","HUB"
"ppt_113624","---NA---","","HUB"
"ppt_148168","P17009sp=Cyanelle 30S ribosomal protein S10 Cyanophora paradoxa.  Plastid Cyanelle","GO:0003735, GO:0005739, GO:0015935","HUB"
"ppt_163362","---NA---","","HUB"
"ppt_110023","D7P710tr=Class IV chitinase 4-4  Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)","GO:0009057, GO:0016798","HUB"
"ppt_131042","Q9LV77sp=Asparagine synthetase","GO:0008652, GO:0042538, GO:0097164, GO:1901605, GO:0016874, GO:0005829, GO:0009506","HUB"
"ppt_202411","A0A0C9S7F9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8575_1401 transcribed RNA sequence  Wollemia nobilis","GO:0005975, GO:0004553","HUB"
"ppt_118067","---NA---","","HUB"
"ppt_144743","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_140059","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_248299","Q4W6L6tr=Chitinase A  Cycas revoluta (Sago palm)","GO:0005975, GO:0006032, GO:0009651, GO:0009737, GO:0009753, GO:0008061, GO:0008843, GO:0035885, GO:0005576, GO:0005618","HUB"
"ppt_196963","A0A061DYG7tr=SAUR-like auxin-responsive protein family  Theobroma cacao (Cacao) (Cocoa)","GO:0009958, GO:0060918, GO:0090057, GO:0005737","HUB"
"ppt_144740","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_94881","---NA---","","HUB"
"ppt_184844","A9NLY0sp=Non-specific lipid-transfer protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006869, GO:0008289, GO:0016020","HUB"
"ppt_36632","---NA---","","HUB"
"ppt_124773","---NA---","","HUB"
"ppt_198883","W9S0R6tr=NAC domain-containing protein 8  Morus notabilis","GO:0003723","HUB"
